CO_MUN_GEO;NO_MUN_MIN;SG_UF;NO_UF;NO_REGIAO;CO_UF;NO_PAIS;NO_MUN_UF_PAIS;NO_UF_PAIS;NO_REGIAO_ING;NO_REG_PAI_ING
2102101;Brejo;MA;Maranhão;NORDESTE;21;BRASIL;Brejo, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102150;Brejo de Areia;MA;Maranhão;NORDESTE;21;BRASIL;Brejo de Areia, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102200;Buriti;MA;Maranhão;NORDESTE;21;BRASIL;Buriti, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102309;Buriti Bravo;MA;Maranhão;NORDESTE;21;BRASIL;Buriti Bravo, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102325;Buriticupu;MA;Maranhão;NORDESTE;21;BRASIL;Buriticupu, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102358;Buritirana;MA;Maranhão;NORDESTE;21;BRASIL;Buritirana, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102374;Cachoeira Grande;MA;Maranhão;NORDESTE;21;BRASIL;Cachoeira Grande, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102408;Cajapió;MA;Maranhão;NORDESTE;21;BRASIL;Cajapió, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102507;Cajari;MA;Maranhão;NORDESTE;21;BRASIL;Cajari, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102556;Campestre do Maranhão;MA;Maranhão;NORDESTE;21;BRASIL;Campestre do Maranhão, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102606;Cândido Mendes;MA;Maranhão;NORDESTE;21;BRASIL;Cândido Mendes, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102705;Cantanhede;MA;Maranhão;NORDESTE;21;BRASIL;Cantanhede, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102754;Capinzal do Norte;MA;Maranhão;NORDESTE;21;BRASIL;Capinzal do Norte, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102804;Carolina;MA;Maranhão;NORDESTE;21;BRASIL;Carolina, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2102903;Carutapera;MA;Maranhão;NORDESTE;21;BRASIL;Carutapera, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2103000;Caxias;MA;Maranhão;NORDESTE;21;BRASIL;Caxias, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2103109;Cedral;MA;Maranhão;NORDESTE;21;BRASIL;Cedral, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2103125;Central do Maranhão;MA;Maranhão;NORDESTE;21;BRASIL;Central do Maranhão, MA, BRASIL;Maranhão, BRASIL; NORTHEAST;NORDESTE, BRASIL
2515930;Sertãozinho;PB;Paraíba;NORDESTE;25;BRASIL;Sertãozinho, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2515971;Sobrado;PB;Paraíba;NORDESTE;25;BRASIL;Sobrado, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516003;Solânea;PB;Paraíba;NORDESTE;25;BRASIL;Solânea, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516102;Soledade;PB;Paraíba;NORDESTE;25;BRASIL;Soledade, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516151;Sossêgo;PB;Paraíba;NORDESTE;25;BRASIL;Sossêgo, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516201;Sousa;PB;Paraíba;NORDESTE;25;BRASIL;Sousa, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516300;Sumé;PB;Paraíba;NORDESTE;25;BRASIL;Sumé, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516409;Campo de Santana;PB;Paraíba;NORDESTE;25;BRASIL;Campo de Santana, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516508;Taperoá;PB;Paraíba;NORDESTE;25;BRASIL;Taperoá, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516607;Tavares;PB;Paraíba;NORDESTE;25;BRASIL;Tavares, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516706;Teixeira;PB;Paraíba;NORDESTE;25;BRASIL;Teixeira, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516755;Tenório;PB;Paraíba;NORDESTE;25;BRASIL;Tenório, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516805;Triunfo;PB;Paraíba;NORDESTE;25;BRASIL;Triunfo, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2516904;Uiraúna;PB;Paraíba;NORDESTE;25;BRASIL;Uiraúna, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2517001;Umbuzeiro;PB;Paraíba;NORDESTE;25;BRASIL;Umbuzeiro, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2517100;Várzea;PB;Paraíba;NORDESTE;25;BRASIL;Várzea, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2517209;Vieirópolis;PB;Paraíba;NORDESTE;25;BRASIL;Vieirópolis, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2517407;Zabelê;PB;Paraíba;NORDESTE;25;BRASIL;Zabelê, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600054;Abreu e Lima;PE;Pernambuco;NORDESTE;26;BRASIL;Abreu e Lima, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600104;Afogados da Ingazeira;PE;Pernambuco;NORDESTE;26;BRASIL;Afogados da Ingazeira, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600203;Afrânio;PE;Pernambuco;NORDESTE;26;BRASIL;Afrânio, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600302;Agrestina;PE;Pernambuco;NORDESTE;26;BRASIL;Agrestina, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600401;Água Preta;PE;Pernambuco;NORDESTE;26;BRASIL;Água Preta, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600500;Águas Belas;PE;Pernambuco;NORDESTE;26;BRASIL;Águas Belas, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600609;Alagoinha;PE;Pernambuco;NORDESTE;26;BRASIL;Alagoinha, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600708;Aliança;PE;Pernambuco;NORDESTE;26;BRASIL;Aliança, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600807;Altinho;PE;Pernambuco;NORDESTE;26;BRASIL;Altinho, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2600906;Amaraji;PE;Pernambuco;NORDESTE;26;BRASIL;Amaraji, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601003;Angelim;PE;Pernambuco;NORDESTE;26;BRASIL;Angelim, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601052;Araçoiaba;PE;Pernambuco;NORDESTE;26;BRASIL;Araçoiaba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601102;Araripina;PE;Pernambuco;NORDESTE;26;BRASIL;Araripina, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601201;Arcoverde;PE;Pernambuco;NORDESTE;26;BRASIL;Arcoverde, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601300;Barra de Guabiraba;PE;Pernambuco;NORDESTE;26;BRASIL;Barra de Guabiraba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601409;Barreiros;PE;Pernambuco;NORDESTE;26;BRASIL;Barreiros, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601508;Belém de Maria;PE;Pernambuco;NORDESTE;26;BRASIL;Belém de Maria, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601607;Belém de São Francisco;PE;Pernambuco;NORDESTE;26;BRASIL;Belém de São Francisco, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601706;Belo Jardim;PE;Pernambuco;NORDESTE;26;BRASIL;Belo Jardim, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601805;Betânia;PE;Pernambuco;NORDESTE;26;BRASIL;Betânia, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2601904;Bezerros;PE;Pernambuco;NORDESTE;26;BRASIL;Bezerros, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602001;Bodocó;PE;Pernambuco;NORDESTE;26;BRASIL;Bodocó, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602100;Bom Conselho;PE;Pernambuco;NORDESTE;26;BRASIL;Bom Conselho, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602209;Bom Jardim;PE;Pernambuco;NORDESTE;26;BRASIL;Bom Jardim, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602308;Bonito;PE;Pernambuco;NORDESTE;26;BRASIL;Bonito, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602407;Brejão;PE;Pernambuco;NORDESTE;26;BRASIL;Brejão, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602506;Brejinho;PE;Pernambuco;NORDESTE;26;BRASIL;Brejinho, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602605;Brejo da Madre de Deus;PE;Pernambuco;NORDESTE;26;BRASIL;Brejo da Madre de Deus, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602704;Buenos Aires;PE;Pernambuco;NORDESTE;26;BRASIL;Buenos Aires, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602803;Buíque;PE;Pernambuco;NORDESTE;26;BRASIL;Buíque, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2602902;Cabo de Santo Agostinho;PE;Pernambuco;NORDESTE;26;BRASIL;Cabo de Santo Agostinho, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603009;Cabrobó;PE;Pernambuco;NORDESTE;26;BRASIL;Cabrobó, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603108;Cachoeirinha;PE;Pernambuco;NORDESTE;26;BRASIL;Cachoeirinha, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603207;Caetés;PE;Pernambuco;NORDESTE;26;BRASIL;Caetés, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603306;Calçado;PE;Pernambuco;NORDESTE;26;BRASIL;Calçado, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603405;Calumbi;PE;Pernambuco;NORDESTE;26;BRASIL;Calumbi, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603454;Camaragibe;PE;Pernambuco;NORDESTE;26;BRASIL;Camaragibe, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603504;Camocim de São Félix;PE;Pernambuco;NORDESTE;26;BRASIL;Camocim de São Félix, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603603;Camutanga;PE;Pernambuco;NORDESTE;26;BRASIL;Camutanga, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603702;Canhotinho;PE;Pernambuco;NORDESTE;26;BRASIL;Canhotinho, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603801;Capoeiras;PE;Pernambuco;NORDESTE;26;BRASIL;Capoeiras, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603900;Carnaíba;PE;Pernambuco;NORDESTE;26;BRASIL;Carnaíba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2603926;Carnaubeira da Penha;PE;Pernambuco;NORDESTE;26;BRASIL;Carnaubeira da Penha, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604007;Carpina;PE;Pernambuco;NORDESTE;26;BRASIL;Carpina, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604106;Caruaru;PE;Pernambuco;NORDESTE;26;BRASIL;Caruaru, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604155;Casinhas;PE;Pernambuco;NORDESTE;26;BRASIL;Casinhas, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604205;Catende;PE;Pernambuco;NORDESTE;26;BRASIL;Catende, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604304;Cedro;PE;Pernambuco;NORDESTE;26;BRASIL;Cedro, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604403;Chã de Alegria;PE;Pernambuco;NORDESTE;26;BRASIL;Chã de Alegria, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604502;Chã Grande;PE;Pernambuco;NORDESTE;26;BRASIL;Chã Grande, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604601;Condado;PE;Pernambuco;NORDESTE;26;BRASIL;Condado, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604700;Correntes;PE;Pernambuco;NORDESTE;26;BRASIL;Correntes, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604809;Cortês;PE;Pernambuco;NORDESTE;26;BRASIL;Cortês, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2604908;Cumaru;PE;Pernambuco;NORDESTE;26;BRASIL;Cumaru, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605004;Cupira;PE;Pernambuco;NORDESTE;26;BRASIL;Cupira, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605103;Custódia;PE;Pernambuco;NORDESTE;26;BRASIL;Custódia, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605152;Dormentes;PE;Pernambuco;NORDESTE;26;BRASIL;Dormentes, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605202;Escada;PE;Pernambuco;NORDESTE;26;BRASIL;Escada, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605301;Exu;PE;Pernambuco;NORDESTE;26;BRASIL;Exu, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605400;Feira Nova;PE;Pernambuco;NORDESTE;26;BRASIL;Feira Nova, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605459;Fernando de Noronha;PE;Pernambuco;NORDESTE;26;BRASIL;Fernando de Noronha, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605509;Ferreiros;PE;Pernambuco;NORDESTE;26;BRASIL;Ferreiros, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605608;Flores;PE;Pernambuco;NORDESTE;26;BRASIL;Flores, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605707;Floresta;PE;Pernambuco;NORDESTE;26;BRASIL;Floresta, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605806;Frei Miguelinho;PE;Pernambuco;NORDESTE;26;BRASIL;Frei Miguelinho, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2605905;Gameleira;PE;Pernambuco;NORDESTE;26;BRASIL;Gameleira, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606002;Garanhuns;PE;Pernambuco;NORDESTE;26;BRASIL;Garanhuns, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606101;Glória do Goitá;PE;Pernambuco;NORDESTE;26;BRASIL;Glória do Goitá, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606200;Goiana;PE;Pernambuco;NORDESTE;26;BRASIL;Goiana, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606309;Granito;PE;Pernambuco;NORDESTE;26;BRASIL;Granito, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606408;Gravatá;PE;Pernambuco;NORDESTE;26;BRASIL;Gravatá, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606507;Iati;PE;Pernambuco;NORDESTE;26;BRASIL;Iati, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606606;Ibimirim;PE;Pernambuco;NORDESTE;26;BRASIL;Ibimirim, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606705;Ibirajuba;PE;Pernambuco;NORDESTE;26;BRASIL;Ibirajuba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606804;Igarassu;PE;Pernambuco;NORDESTE;26;BRASIL;Igarassu, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2606903;Iguaraci;PE;Pernambuco;NORDESTE;26;BRASIL;Iguaraci, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607000;Inajá;PE;Pernambuco;NORDESTE;26;BRASIL;Inajá, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607109;Ingazeira;PE;Pernambuco;NORDESTE;26;BRASIL;Ingazeira, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607208;Ipojuca;PE;Pernambuco;NORDESTE;26;BRASIL;Ipojuca, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607307;Ipubi;PE;Pernambuco;NORDESTE;26;BRASIL;Ipubi, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607406;Itacuruba;PE;Pernambuco;NORDESTE;26;BRASIL;Itacuruba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607505;Itaíba;PE;Pernambuco;NORDESTE;26;BRASIL;Itaíba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607604;Ilha de Itamaracá;PE;Pernambuco;NORDESTE;26;BRASIL;Ilha de Itamaracá, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607653;Itambé;PE;Pernambuco;NORDESTE;26;BRASIL;Itambé, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607703;Itapetim;PE;Pernambuco;NORDESTE;26;BRASIL;Itapetim, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607752;Itapissuma;PE;Pernambuco;NORDESTE;26;BRASIL;Itapissuma, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607802;Itaquitinga;PE;Pernambuco;NORDESTE;26;BRASIL;Itaquitinga, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607901;Jaboatão dos Guararapes;PE;Pernambuco;NORDESTE;26;BRASIL;Jaboatão dos Guararapes, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2607950;Jaqueira;PE;Pernambuco;NORDESTE;26;BRASIL;Jaqueira, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608008;Jataúba;PE;Pernambuco;NORDESTE;26;BRASIL;Jataúba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608057;Jatobá;PE;Pernambuco;NORDESTE;26;BRASIL;Jatobá, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608107;João Alfredo;PE;Pernambuco;NORDESTE;26;BRASIL;João Alfredo, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608206;Joaquim Nabuco;PE;Pernambuco;NORDESTE;26;BRASIL;Joaquim Nabuco, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608255;Jucati;PE;Pernambuco;NORDESTE;26;BRASIL;Jucati, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608305;Jupi;PE;Pernambuco;NORDESTE;26;BRASIL;Jupi, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608404;Jurema;PE;Pernambuco;NORDESTE;26;BRASIL;Jurema, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608453;Lagoa do Carro;PE;Pernambuco;NORDESTE;26;BRASIL;Lagoa do Carro, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608503;Lagoa do Itaenga;PE;Pernambuco;NORDESTE;26;BRASIL;Lagoa do Itaenga, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608602;Lagoa do Ouro;PE;Pernambuco;NORDESTE;26;BRASIL;Lagoa do Ouro, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608701;Lagoa dos Gatos;PE;Pernambuco;NORDESTE;26;BRASIL;Lagoa dos Gatos, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608750;Lagoa Grande;PE;Pernambuco;NORDESTE;26;BRASIL;Lagoa Grande, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608800;Lajedo;PE;Pernambuco;NORDESTE;26;BRASIL;Lajedo, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2608909;Limoeiro;PE;Pernambuco;NORDESTE;26;BRASIL;Limoeiro, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609006;Macaparana;PE;Pernambuco;NORDESTE;26;BRASIL;Macaparana, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609105;Machados;PE;Pernambuco;NORDESTE;26;BRASIL;Machados, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609154;Manari;PE;Pernambuco;NORDESTE;26;BRASIL;Manari, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609204;Maraial;PE;Pernambuco;NORDESTE;26;BRASIL;Maraial, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609303;Mirandiba;PE;Pernambuco;NORDESTE;26;BRASIL;Mirandiba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609402;Moreno;PE;Pernambuco;NORDESTE;26;BRASIL;Moreno, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609501;Nazaré da Mata;PE;Pernambuco;NORDESTE;26;BRASIL;Nazaré da Mata, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609600;Olinda;PE;Pernambuco;NORDESTE;26;BRASIL;Olinda, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609709;Orobó;PE;Pernambuco;NORDESTE;26;BRASIL;Orobó, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609808;Orocó;PE;Pernambuco;NORDESTE;26;BRASIL;Orocó, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2609907;Ouricuri;PE;Pernambuco;NORDESTE;26;BRASIL;Ouricuri, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610004;Palmares;PE;Pernambuco;NORDESTE;26;BRASIL;Palmares, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610103;Palmeirina;PE;Pernambuco;NORDESTE;26;BRASIL;Palmeirina, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610202;Panelas;PE;Pernambuco;NORDESTE;26;BRASIL;Panelas, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610301;Paranatama;PE;Pernambuco;NORDESTE;26;BRASIL;Paranatama, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610400;Parnamirim;PE;Pernambuco;NORDESTE;26;BRASIL;Parnamirim, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610509;Passira;PE;Pernambuco;NORDESTE;26;BRASIL;Passira, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610608;Paudalho;PE;Pernambuco;NORDESTE;26;BRASIL;Paudalho, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610707;Paulista;PE;Pernambuco;NORDESTE;26;BRASIL;Paulista, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610806;Pedra;PE;Pernambuco;NORDESTE;26;BRASIL;Pedra, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2610905;Pesqueira;PE;Pernambuco;NORDESTE;26;BRASIL;Pesqueira, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611002;Petrolândia;PE;Pernambuco;NORDESTE;26;BRASIL;Petrolândia, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611101;Petrolina;PE;Pernambuco;NORDESTE;26;BRASIL;Petrolina, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611200;Poção;PE;Pernambuco;NORDESTE;26;BRASIL;Poção, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
